id,name,tenure_months,monthly_revenue,support_tickets_90d,payment_failures_90d,usage_change_pct,nps,plan_type,days_since_login,discount_pct,price_increase_pct,engagement_trend_pct,complaint_recency_days,feature_adoption_pct,competitor_pressure,churned
cust-05530,Customer 05530,14,605.92,0,1,36.0,65,standard,4,17,0,32.0,73,36.2,0,0
cust-05531,Customer 05531,29,107.19,0,0,3.4,53,basic,18,15,10,-3.2,78,50.0,0,0
cust-05532,Customer 05532,5,430.98,2,0,-3.6,37,standard,8,8,0,-13.9,6,51.5,3,0
cust-05533,Customer 05533,17,492.54,0,1,-30.0,65,standard,35,15,0,-37.3,70,35.7,2,0
cust-05534,Customer 05534,25,1089.57,0,0,-26.2,62,premium,33,12,0,-39.5,50,6.5,0,1
cust-05535,Customer 05535,32,165.26,0,2,-13.9,70,basic,38,15,15,-3.0,80,45.5,1,0
cust-05536,Customer 05536,30,162.63,6,0,-19.3,38,basic,22,0,0,-26.7,34,64.1,2,0
cust-05537,Customer 05537,9,122.75,0,0,-24.0,42,basic,18,13,5,-32.0,57,29.6,0,0
cust-05538,Customer 05538,11,1064.46,2,0,17.5,65,premium,17,25,5,16.1,57,38.6,1,0
cust-05539,Customer 05539,60,130.38,1,0,-38.0,26,basic,17,4,5,-38.8,12,99.4,1,0
cust-05540,Customer 05540,45,125.31,4,0,-10.0,36,basic,26,21,0,0.7,18,35.2,1,0
cust-05541,Customer 05541,13,200.08,0,0,7.5,39,basic,30,35,0,21.2,55,35.7,2,0
cust-05542,Customer 05542,41,463.05,3,0,-16.6,20,standard,13,10,5,-1.2,44,49.3,1,0
cust-05543,Customer 05543,25,742.16,3,0,-5.3,25,standard,21,13,0,-10.8,7,38.1,1,1
cust-05544,Customer 05544,12,422.04,3,0,16.7,77,standard,20,24,0,15.5,19,45.3,1,0
cust-05545,Customer 05545,52,190.33,0,1,-14.0,68,basic,33,12,0,-24.9,80,22.5,1,0
cust-05546,Customer 05546,9,287.07,1,3,15.1,9,standard,2,4,0,27.7,4,53.4,1,0
cust-05547,Customer 05547,61,164.52,3,0,0.9,22,basic,10,25,0,-8.3,25,29.0,2,0
cust-05548,Customer 05548,55,104.27,0,2,6.0,82,basic,16,3,10,2.4,41,36.9,1,0
cust-05549,Customer 05549,64,327.54,0,1,13.1,33,standard,19,9,0,9.3,34,60.5,0,0
cust-05550,Customer 05550,31,455.5,0,0,3.3,48,standard,14,15,10,-10.5,37,68.2,0,0
cust-05551,Customer 05551,27,243.41,0,0,-4.8,40,basic,36,26,0,2.0,30,55.8,1,1
cust-05552,Customer 05552,19,653.65,5,0,-47.7,89,premium,31,17,10,-41.2,56,28.3,3,1
cust-05553,Customer 05553,43,365.29,0,0,17.7,30,standard,18,16,15,28.6,36,67.4,0,0
cust-05554,Customer 05554,38,181.72,2,2,10.3,62,basic,59,19,10,19.2,21,29.4,0,1
cust-05555,Customer 05555,13,1126.92,3,0,-0.7,35,premium,46,0,10,-5.3,10,35.6,0,0
cust-05556,Customer 05556,12,243.0,1,0,14.9,95,standard,31,10,10,24.8,34,72.3,0,0
cust-05557,Customer 05557,15,804.53,1,0,45,27,premium,45,6,0,42.2,9,54.7,2,0
cust-05558,Customer 05558,21,394.52,1,0,-11.9,14,standard,9,18,0,-10.6,39,75.7,0,0
cust-05559,Customer 05559,29,470.2,2,0,-18.0,34,standard,19,0,5,-12.6,9,57.2,0,0
cust-05560,Customer 05560,17,154.32,4,3,15.7,1,basic,5,20,5,23.7,1,69.1,0,1
cust-05561,Customer 05561,6,443.49,2,0,-38.4,48,standard,40,2,0,-39.8,77,44.9,0,0
cust-05562,Customer 05562,51,161.32,1,4,19.9,21,basic,11,31,0,29.5,16,25.1,0,0
cust-05563,Customer 05563,26,851.14,3,2,6.3,75,premium,49,2,0,-2.6,34,46.7,2,1
cust-05564,Customer 05564,60,229.56,0,0,17.2,36,basic,13,30,0,19.2,50,58.6,0,0
cust-05565,Customer 05565,15,853.72,2,0,22.5,52,premium,12,33,0,17.0,32,83.7,0,0
cust-05566,Customer 05566,21,129.83,0,1,4.8,49,basic,6,9,0,18.0,60,30.4,0,0
cust-05567,Customer 05567,29,1096.64,6,1,27.2,50,premium,2,3,5,21.6,17,43.1,0,0
cust-05568,Customer 05568,30,510.09,2,0,21.3,56,standard,14,12,10,18.3,23,46.1,0,0
cust-05569,Customer 05569,25,1003.66,0,1,-18.2,30,premium,5,11,0,-19.7,28,67.1,0,0
cust-05570,Customer 05570,16,483.97,5,0,-42.7,16,standard,38,1,5,-40.7,60,92.7,0,1
cust-05571,Customer 05571,18,354.22,7,0,2.9,57,standard,46,13,0,16.7,29,69.5,0,0
cust-05572,Customer 05572,20,358.93,7,0,-31.0,65,standard,14,21,0,-23.0,20,62.0,0,0
cust-05573,Customer 05573,23,395.88,2,1,-19.9,23,standard,24,0,0,-18.8,32,100,2,0
cust-05574,Customer 05574,18,174.87,0,0,-19.1,2,basic,15,12,0,-3.6,39,49.4,0,0
cust-05575,Customer 05575,30,419.56,0,0,23.0,22,standard,32,0,0,35.1,44,78.0,1,0
cust-05576,Customer 05576,4,238.94,5,1,-9.0,38,basic,6,22,10,2.1,51,71.7,0,0
cust-05577,Customer 05577,17,286.2,0,0,6.2,27,standard,31,14,5,17.9,53,59.2,1,0
cust-05578,Customer 05578,10,223.74,3,2,45,33,basic,14,17,0,50,23,21.8,0,0
cust-05579,Customer 05579,26,238.53,0,0,-26.2,69,basic,7,13,0,-31.1,58,43.0,0,0
cust-05580,Customer 05580,45,395.77,1,2,0.2,35,standard,16,30,0,-1.4,40,93.8,1,0
cust-05581,Customer 05581,4,206.2,1,1,-12.5,-10,basic,47,10,0,-6.7,9,57.8,0,1
cust-05582,Customer 05582,4,214.75,0,1,-18.2,13,basic,21,15,5,-13.3,64,40.3,2,1
cust-05583,Customer 05583,10,490.04,1,0,25.3,40,standard,33,0,10,35.2,52,55.0,0,0
cust-05584,Customer 05584,28,289.26,3,0,5.0,49,standard,14,4,0,-0.3,35,39.0,3,0
cust-05585,Customer 05585,38,294.75,1,1,36.8,11,standard,3,4,10,30.7,15,74.5,2,0
cust-05586,Customer 05586,34,303.35,0,0,-54.7,52,standard,13,12,20,-57.8,35,58.7,0,0
cust-05587,Customer 05587,16,285.23,0,0,-20.0,37,standard,5,0,15,-19.3,86,35.5,0,0
cust-05588,Customer 05588,12,69.02,5,0,38.7,37,basic,16,14,0,44.1,73,95.5,1,0
cust-05589,Customer 05589,25,1321.54,4,1,0.7,31,premium,29,0,0,8.5,13,24.5,2,1
cust-05590,Customer 05590,26,172.75,1,0,9.6,68,basic,4,4,0,11.0,32,72.2,2,0
cust-05591,Customer 05591,29,541.21,5,0,-8.2,41,premium,30,0,0,-6.0,7,60.9,1,0
cust-05592,Customer 05592,13,485.85,3,0,0.9,53,premium,30,29,0,3.5,20,56.5,1,0
cust-05593,Customer 05593,39,1285.12,2,2,16.8,36,premium,4,8,10,12.8,31,57.9,2,0
cust-05594,Customer 05594,6,183.18,0,1,12.0,53,basic,21,8,15,24.7,54,25.2,2,0
cust-05595,Customer 05595,14,481.62,5,1,0.6,2,standard,14,12,10,10.5,42,96.4,1,0
cust-05596,Customer 05596,15,142.87,3,0,-30.4,37,basic,23,24,5,-30.2,52,92.2,2,0
cust-05597,Customer 05597,22,242.24,3,0,25.3,63,basic,9,15,0,28.6,6,50.6,1,0
cust-05598,Customer 05598,34,553.72,4,0,-3.9,50,standard,30,30,0,-1.1,10,60.8,0,0
cust-05599,Customer 05599,16,237.92,0,1,-21.3,21,basic,25,0,0,-10.3,84,84.9,0,1
cust-05600,Customer 05600,18,103.14,2,0,-4.9,57,basic,6,13,0,1.0,1,77.1,0,0
cust-05601,Customer 05601,10,465.85,1,1,-19.0,63,standard,39,18,0,-16.3,11,43.3,0,0
cust-05602,Customer 05602,72,444.74,6,0,-2.7,37,standard,48,16,0,9.9,10,38.7,0,0
cust-05603,Customer 05603,14,180.25,2,3,-12.9,51,basic,34,17,0,-13.4,35,67.6,3,0
cust-05604,Customer 05604,38,393.0,0,1,10.4,64,standard,12,3,15,-4.7,39,86.3,0,0
cust-05605,Customer 05605,34,354.61,0,0,-18.1,41,standard,43,29,15,-12.8,52,86.7,0,0
cust-05606,Customer 05606,41,173.14,0,1,-7.6,32,basic,22,20,10,-1.3,63,52.6,3,0
cust-05607,Customer 05607,32,1496.77,0,0,-8.7,47,premium,8,4,0,-5.8,40,64.1,0,0
cust-05608,Customer 05608,11,559.32,0,0,10.9,64,standard,2,22,0,-6.8,69,82.9,2,0
cust-05609,Customer 05609,23,427.54,3,0,3.0,86,standard,16,5,0,1.2,15,78.2,1,0
cust-05610,Customer 05610,12,195.1,2,0,37.7,38,basic,15,0,0,36.4,4,59.0,0,0
cust-05611,Customer 05611,13,389.28,1,0,-11.2,50,standard,7,16,0,-9.8,28,50.8,2,0
cust-05612,Customer 05612,6,321.56,5,0,-15.7,64,basic,26,0,0,-28.5,10,90.7,1,0
cust-05613,Customer 05613,36,312.63,0,1,-21.0,61,standard,11,15,0,-8.3,64,76.6,0,0
cust-05614,Customer 05614,32,165.04,2,1,5.8,45,basic,51,6,0,-17.0,69,74.8,0,0
cust-05615,Customer 05615,37,1209.82,3,0,15.0,33,premium,40,5,0,7.8,5,64.2,0,0
cust-05616,Customer 05616,35,585.43,0,0,36.8,55,standard,12,10,10,31.1,35,59.1,0,0
cust-05617,Customer 05617,19,663.86,8,1,-2.5,79,premium,7,6,15,7.7,12,87.8,2,0
cust-05618,Customer 05618,10,491.1,0,0,-18.4,75,standard,40,4,0,-7.8,62,55.1,1,1
cust-05619,Customer 05619,72,566.84,1,1,-10.3,17,standard,11,18,0,-11.9,90,29.4,0,0
cust-05620,Customer 05620,22,1526.12,0,1,-10.7,4,premium,7,3,0,-12.8,87,67.6,2,0
cust-05621,Customer 05621,28,315.86,2,0,8.0,57,standard,22,17,0,6.6,19,46.7,1,0
cust-05622,Customer 05622,23,335.63,0,0,40.9,30,standard,26,3,0,50,80,39.4,1,0
cust-05623,Customer 05623,29,163.89,2,0,-67.4,48,basic,27,28,0,-72.4,42,32.0,0,0
cust-05624,Customer 05624,6,267.35,0,0,-15.1,55,standard,37,31,5,-17.0,48,90.5,1,0
cust-05625,Customer 05625,36,464.31,0,0,13.4,31,standard,8,8,10,13.7,45,48.9,1,1
cust-05626,Customer 05626,11,340.13,1,0,17.7,22,standard,11,7,5,19.8,35,78.4,0,0
cust-05627,Customer 05627,25,1240.42,1,0,-22.0,66,premium,20,11,0,-32.7,41,70.0,0,0
cust-05628,Customer 05628,9,308.72,7,1,4.1,29,standard,5,23,10,19.4,28,53.0,3,1
cust-05629,Customer 05629,23,480.66,1,0,-8.1,60,standard,24,16,0,-19.7,66,9.9,1,0
cust-05630,Customer 05630,37,511.81,0,0,-6.8,60,standard,3,23,0,-3.8,51,50.2,0,0
cust-05631,Customer 05631,10,145.78,0,1,6.4,76,basic,3,15,0,-5.8,79,54.0,0,0
cust-05632,Customer 05632,18,139.46,0,0,-8.5,38,basic,21,22,10,-10.7,66,29.6,2,0
cust-05633,Customer 05633,56,145.21,0,0,3.3,5,basic,37,10,0,4.0,44,72.2,2,0
cust-05634,Customer 05634,34,137.76,1,0,18.0,57,basic,19,0,0,28.3,55,60.6,0,0
cust-05635,Customer 05635,72,937.45,0,0,21.6,21,premium,23,6,0,26.1,63,55.3,0,0
cust-05636,Customer 05636,15,879.7,0,0,-54.7,48,premium,20,6,0,-54.8,74,44.0,0,0
cust-05637,Customer 05637,5,559.34,3,0,1.3,62,standard,34,5,0,-13.1,40,34.4,0,0
cust-05638,Customer 05638,11,245.06,0,2,10.8,18,basic,9,10,0,5.3,52,36.1,1,0
cust-05639,Customer 05639,5,88.93,5,1,29.2,75,basic,11,20,20,34.3,10,79.4,1,0
cust-05640,Customer 05640,12,167.61,3,0,8.1,44,basic,3,9,0,6.7,14,46.6,0,0
cust-05641,Customer 05641,59,1159.67,0,0,-55.4,27,premium,17,8,0,-61.1,39,54.8,1,0
cust-05642,Customer 05642,34,454.52,2,0,-32.6,37,standard,42,0,0,-35.1,1,34.2,0,0
cust-05643,Customer 05643,24,287.34,0,2,-0.4,22,standard,34,0,15,-2.4,52,92.8,0,0
cust-05644,Customer 05644,37,180.59,2,1,19.8,84,basic,5,2,0,15.8,46,38.8,0,0
cust-05645,Customer 05645,44,292.81,4,0,-18.8,34,standard,18,4,0,-30.5,34,65.0,0,0
cust-05646,Customer 05646,17,441.11,9,1,-54.0,85,standard,44,4,5,-36.7,18,92.6,0,0
cust-05647,Customer 05647,33,1426.73,1,0,-23.8,60,premium,26,14,0,-28.0,17,11.6,0,0
cust-05648,Customer 05648,17,459.29,0,1,-46.9,68,standard,14,16,15,-44.6,25,22.4,0,0
cust-05649,Customer 05649,32,229.49,0,1,12.1,53,basic,23,0,5,10.6,65,92.2,1,0
cust-05650,Customer 05650,41,454.99,1,0,-21.1,24,standard,53,19,0,-32.8,30,7.3,3,0
cust-05651,Customer 05651,35,171.86,6,0,-16.9,39,basic,4,25,10,-18.9,19,54.6,0,0
cust-05652,Customer 05652,3,281.85,1,0,20.1,23,standard,30,0,5,28.4,21,71.4,0,0
cust-05653,Customer 05653,8,437.81,0,0,-2.2,21,standard,15,20,5,-3.6,65,76.1,0,0
cust-05654,Customer 05654,58,893.03,1,0,3.5,71,premium,3,13,0,3.8,16,76.6,0,0
cust-05655,Customer 05655,53,142.46,0,0,7.7,26,basic,17,14,10,9.8,70,93.9,0,0
cust-05656,Customer 05656,11,1210.99,0,0,-13.7,42,premium,21,12,0,-2.5,35,69.3,1,0
cust-05657,Customer 05657,22,77.63,0,0,-26.8,41,basic,12,17,0,-6.8,41,63.8,2,0
cust-05658,Customer 05658,28,525.09,8,0,6.7,63,premium,20,3,0,8.7,15,67.8,0,0
cust-05659,Customer 05659,40,536.4,0,1,4.6,46,standard,3,9,0,-3.8,34,51.1,1,0
cust-05660,Customer 05660,12,181.37,1,3,4.1,39,basic,32,1,0,12.2,50,97.3,0,1
cust-05661,Customer 05661,23,360.26,4,1,-36.5,17,standard,12,18,10,-50.9,11,41.8,0,1
cust-05662,Customer 05662,18,96.08,0,0,15.8,62,basic,7,27,15,24.3,45,64.9,0,0
cust-05663,Customer 05663,50,229.69,0,1,1.1,44,basic,8,14,0,-6.7,35,75.8,0,0
cust-05664,Customer 05664,39,392.45,1,0,-0.2,-7,standard,11,26,10,-7.2,11,77.5,0,0
cust-05665,Customer 05665,38,192.76,1,0,-33.9,54,basic,39,23,5,-32.9,75,69.1,0,0
cust-05666,Customer 05666,31,505.16,0,1,9.0,95,standard,14,5,5,21.7,38,94.4,0,0
cust-05667,Customer 05667,18,424.11,2,1,0.9,43,standard,20,10,10,4.4,17,63.8,0,0
cust-05668,Customer 05668,37,474.14,4,0,-0.4,59,standard,14,10,0,-1.7,27,41.8,2,0
cust-05669,Customer 05669,16,496.98,0,2,-19.5,55,standard,35,11,10,-8.6,56,64.4,0,0
cust-05670,Customer 05670,67,326.5,0,1,5.1,32,standard,27,29,5,-2.5,85,58.1,0,0
cust-05671,Customer 05671,21,385.75,1,1,-5.5,56,standard,9,25,0,-4.6,21,84.7,1,0
cust-05672,Customer 05672,26,415.56,1,0,-2.2,19,standard,7,15,0,7.2,88,60.6,0,0
cust-05673,Customer 05673,48,881.81,3,3,19.0,95,premium,18,0,0,6.3,3,38.9,0,0
cust-05674,Customer 05674,12,761.52,1,1,-15.8,65,premium,4,0,5,-9.5,15,26.9,0,0
cust-05675,Customer 05675,31,470.72,0,1,15.1,66,standard,7,2,5,18.4,70,54.6,3,0
cust-05676,Customer 05676,47,222.79,2,1,0.2,55,basic,41,28,15,-1.5,27,30.6,0,0
cust-05677,Customer 05677,8,220.85,0,1,-7.8,95,basic,30,12,0,-2.8,67,44.5,0,0
cust-05678,Customer 05678,21,454.65,0,0,14.0,14,standard,15,4,0,13.6,85,43.5,0,0
cust-05679,Customer 05679,4,460.84,10,3,-30.3,14,standard,20,20,0,-32.5,8,55.9,1,1
cust-05680,Customer 05680,45,352.04,0,0,3.1,88,standard,10,0,5,8.0,27,36.4,1,0
cust-05681,Customer 05681,31,154.5,1,0,-30.0,83,basic,60,15,5,-19.0,5,56.8,1,1
cust-05682,Customer 05682,23,471.52,0,3,4.4,28,standard,10,25,0,4.2,25,68.8,0,0
cust-05683,Customer 05683,45,383.22,3,2,39.4,29,standard,7,26,0,39.3,14,63.6,0,0
cust-05684,Customer 05684,33,944.2,1,1,-19.7,42,premium,6,5,5,-24.6,25,61.6,3,0
cust-05685,Customer 05685,16,1226.88,0,0,24.8,56,premium,29,21,0,21.6,84,45.9,2,0
cust-05686,Customer 05686,42,343.08,0,0,-15.3,50,standard,28,14,0,2.9,73,97.3,0,0
cust-05687,Customer 05687,12,1329.72,1,1,-11.2,45,premium,24,5,5,-0.5,23,58.1,0,0
cust-05688,Customer 05688,12,125.44,1,0,14.1,44,basic,17,3,0,16.1,46,54.3,0,0
cust-05689,Customer 05689,11,121.93,0,0,28.3,20,basic,10,21,0,32.0,52,33.2,0,0
cust-05690,Customer 05690,5,497.27,2,0,17.8,33,standard,21,3,5,18.6,22,40.7,1,0
cust-05691,Customer 05691,15,218.95,0,0,-23.4,55,basic,32,12,0,-12.1,55,72.0,0,0
cust-05692,Customer 05692,30,142.07,0,0,-21.3,48,basic,16,29,15,-8.7,78,77.7,1,0
cust-05693,Customer 05693,24,91.78,1,0,-8.7,-1,basic,15,14,0,-17.9,73,52.8,3,0
cust-05694,Customer 05694,16,243.41,0,0,1.1,11,basic,6,14,0,6.8,35,48.5,2,0
cust-05695,Customer 05695,38,980.87,3,0,6.5,36,premium,6,21,0,16.3,10,41.7,0,0
cust-05696,Customer 05696,72,446.98,3,2,-28.9,36,standard,23,12,0,-25.2,16,50.7,1,1
cust-05697,Customer 05697,5,522.89,0,1,6.8,41,standard,37,26,0,10.5,84,100,0,0
cust-05698,Customer 05698,38,204.71,0,0,5.7,50,basic,17,17,10,6.1,67,45.0,2,0
cust-05699,Customer 05699,12,137.83,4,1,-24.4,21,basic,49,7,10,-24.6,31,38.0,3,0
cust-05700,Customer 05700,25,907.43,2,0,-9.3,37,premium,18,0,0,-17.5,4,53.2,2,0
cust-05701,Customer 05701,30,490.43,5,0,-9.5,40,standard,42,16,10,-2.8,14,74.9,0,1
cust-05702,Customer 05702,11,161.71,0,0,11.3,57,basic,18,7,5,14.4,62,96.8,1,0
cust-05703,Customer 05703,21,168.55,0,0,-24.5,34,basic,9,5,10,-19.1,62,33.5,0,1
cust-05704,Customer 05704,47,202.16,1,3,-29.9,41,basic,18,16,15,-33.5,55,55.3,2,0
cust-05705,Customer 05705,22,113.0,1,1,18.6,12,basic,4,1,10,18.0,23,67.3,1,0
cust-05706,Customer 05706,18,126.97,1,0,-10.2,10,basic,23,5,0,-1.7,59,42.7,0,0
cust-05707,Customer 05707,36,200.48,1,3,22.9,84,basic,8,4,0,11.0,10,41.9,2,0
cust-05708,Customer 05708,32,1546.69,1,0,3.2,67,premium,10,14,15,5.1,58,84.6,0,0
cust-05709,Customer 05709,32,413.53,8,0,-9.1,74,standard,34,17,0,-5.5,18,28.4,2,0
cust-05710,Customer 05710,8,407.57,1,0,-6.4,65,standard,15,9,15,-12.2,21,63.9,0,0
cust-05711,Customer 05711,18,196.07,0,0,2.8,31,standard,36,7,0,2.5,52,86.0,0,0
cust-05712,Customer 05712,13,490.35,0,0,23.4,45,standard,21,3,0,24.2,69,100,0,0
cust-05713,Customer 05713,29,295.36,4,1,-12.9,12,standard,6,17,10,3.5,17,74.1,0,1
cust-05714,Customer 05714,25,211.24,3,0,19.6,-2,basic,38,0,0,20.1,21,49.2,1,0
cust-05715,Customer 05715,25,187.91,3,0,-22.4,91,basic,8,17,0,-22.4,12,71.0,0,0
cust-05716,Customer 05716,19,442.3,1,2,3.7,66,standard,37,32,0,22.0,1,55.5,0,0
cust-05717,Customer 05717,14,1019.76,0,0,-50.4,53,premium,13,16,0,-35.7,27,8.1,0,1
cust-05718,Customer 05718,14,197.32,0,0,27.3,47,standard,4,31,0,28.8,29,32.8,0,0
cust-05719,Customer 05719,59,125.81,0,0,-24.2,54,basic,25,15,5,-30.7,36,47.8,0,0
cust-05720,Customer 05720,19,178.17,5,0,-12.4,72,basic,21,20,0,-12.3,44,19.6,0,0
cust-05721,Customer 05721,21,198.14,1,0,10.6,95,basic,29,8,0,17.6,10,29.5,0,0
cust-05722,Customer 05722,28,113.94,6,2,11.2,36,basic,6,42,0,-0.3,68,43.8,0,0
cust-05723,Customer 05723,35,512.42,1,0,13.7,25,standard,11,11,5,-1.7,38,46.5,2,0
cust-05724,Customer 05724,23,783.22,3,0,13.4,40,premium,14,20,0,22.2,7,32.4,1,0
cust-05725,Customer 05725,9,118.5,8,0,-24.9,36,basic,50,24,5,-28.5,26,74.2,1,0
cust-05726,Customer 05726,72,153.88,1,0,3.0,43,basic,31,0,0,-3.4,12,29.3,1,0
cust-05727,Customer 05727,28,99.24,0,2,24.3,32,basic,13,5,10,11.9,58,41.9,1,0
cust-05728,Customer 05728,26,750.66,0,0,-54.7,37,premium,16,7,0,-48.5,39,69.7,2,1
cust-05729,Customer 05729,43,851.57,1,3,-21.8,70,premium,10,10,0,-12.4,40,61.7,1,0
cust-05730,Customer 05730,35,202.8,0,1,9.6,60,standard,23,0,5,9.3,89,80.9,2,0
cust-05731,Customer 05731,12,144.52,6,0,8.4,80,basic,5,20,0,19.6,14,96.5,0,0
cust-05732,Customer 05732,40,416.19,2,0,-10.9,51,standard,6,13,0,-11.1,10,48.5,0,0
cust-05733,Customer 05733,11,492.24,1,0,-4.7,27,standard,22,0,0,-7.7,11,72.1,1,0
cust-05734,Customer 05734,60,97.09,4,0,1.5,44,basic,5,6,0,-0.4,19,70.0,0,0
cust-05735,Customer 05735,9,499.93,3,0,33.4,75,standard,20,1,0,44.8,40,55.0,1,0
cust-05736,Customer 05736,7,177.36,0,0,-6.8,14,basic,12,7,0,-11.1,34,85.7,1,0
cust-05737,Customer 05737,14,400.95,12,0,-22.0,20,standard,19,24,10,-22.9,17,100,1,0
cust-05738,Customer 05738,18,172.11,1,0,8.9,78,basic,22,16,20,-4.7,49,14.4,0,0
cust-05739,Customer 05739,29,108.85,4,0,-19.4,25,basic,29,14,5,-36.4,45,75.4,1,1
cust-05740,Customer 05740,31,168.68,0,0,30.3,3,basic,31,0,0,25.6,55,85.0,0,0
cust-05741,Customer 05741,24,131.88,4,1,15.4,81,basic,21,0,0,21.6,15,40.0,0,0
cust-05742,Customer 05742,2,1379.69,0,2,-28.7,62,premium,13,11,15,-35.7,69,79.2,0,0
cust-05743,Customer 05743,18,131.49,2,0,-10.5,84,basic,19,24,0,-9.3,18,58.7,2,0
cust-05744,Customer 05744,28,169.43,5,0,-14.4,40,basic,7,20,0,-14.5,22,98.2,0,0
cust-05745,Customer 05745,26,186.15,8,0,18.8,68,basic,9,3,20,24.9,28,8.3,0,0
cust-05746,Customer 05746,10,210.57,4,0,-9.6,48,basic,52,24,0,-5.6,22,7.5,2,0
cust-05747,Customer 05747,11,180.47,1,0,-31.1,35,basic,25,0,15,-20.4,40,11.4,0,0
cust-05748,Customer 05748,16,155.33,7,0,-0.2,-6,basic,11,18,0,3.8,21,75.3,3,1
cust-05749,Customer 05749,32,364.06,1,0,-3.6,71,standard,21,5,20,-3.4,36,52.5,2,0
cust-05750,Customer 05750,35,977.79,2,0,-56.3,43,premium,10,15,5,-56.3,79,83.0,2,0
cust-05751,Customer 05751,34,816.57,0,0,24.7,75,premium,17,10,0,33.1,57,65.6,0,0
cust-05752,Customer 05752,63,350.38,2,1,-8.6,46,standard,13,9,15,-11.9,12,57.0,2,0
cust-05753,Customer 05753,44,742.2,1,2,-16.5,5,premium,20,10,15,-8.9,45,30.7,0,1
cust-05754,Customer 05754,14,1174.75,3,0,-10.7,69,premium,42,18,10,-18.8,21,54.6,2,0
cust-05755,Customer 05755,8,1225.01,0,0,25.7,92,premium,9,8,5,24.2,90,51.0,2,0
cust-05756,Customer 05756,5,707.79,0,0,-24.3,83,premium,11,22,15,-35.4,48,51.8,2,0
cust-05757,Customer 05757,54,292.48,1,0,-48.1,41,standard,12,14,0,-43.1,14,41.1,0,0
cust-05758,Customer 05758,31,169.19,0,0,19.2,24,basic,39,6,0,10.5,35,9.3,0,0
cust-05759,Customer 05759,13,1245.57,12,3,17.0,53,premium,12,11,0,8.7,35,64.5,1,1
cust-05760,Customer 05760,22,197.9,1,0,-51.1,48,basic,26,3,5,-48.4,5,67.7,1,0
cust-05761,Customer 05761,26,146.51,0,0,9.1,18,basic,5,22,0,10.2,61,32.5,0,0
cust-05762,Customer 05762,1,353.64,1,0,25.3,8,standard,32,25,15,26.5,30,79.1,1,0
cust-05763,Customer 05763,32,1014.5,3,0,-15.4,30,premium,41,9,5,-5.9,5,45.4,0,0
cust-05764,Customer 05764,40,546.39,1,0,34.0,47,standard,0,23,0,23.1,90,48.4,0,0
cust-05765,Customer 05765,45,193.12,0,1,-24.0,28,basic,22,24,0,-16.0,75,93.0,3,1
cust-05766,Customer 05766,12,303.17,4,3,-24.5,10,standard,5,21,0,-24.3,32,18.8,0,0
cust-05767,Customer 05767,14,257.8,0,0,-42.6,26,standard,74,13,0,-50.9,38,23.3,0,0
cust-05768,Customer 05768,48,621.27,0,0,45,75,standard,12,5,0,50,71,45.6,0,0
cust-05769,Customer 05769,36,403.75,1,0,-4.1,53,standard,14,15,0,6.7,24,46.7,2,0
cust-05770,Customer 05770,60,223.73,0,1,11.7,16,basic,19,17,0,13.4,81,6.7,1,0
cust-05771,Customer 05771,11,389.67,8,2,24.7,73,standard,6,9,0,12.7,25,20.3,1,0
cust-05772,Customer 05772,29,1330.27,0,1,4.6,82,premium,51,0,0,-9.6,55,62.8,0,0
cust-05773,Customer 05773,4,192.0,1,0,9.4,72,basic,53,3,10,11.0,48,77.1,1,0
cust-05774,Customer 05774,42,613.25,1,0,-6.7,67,premium,14,4,15,-8.2,15,59.1,3,0
cust-05775,Customer 05775,18,379.17,1,2,-26.4,42,standard,39,0,20,-34.0,12,31.1,1,0
cust-05776,Customer 05776,49,205.58,0,3,29.4,46,basic,24,5,0,29.4,40,50.7,0,0
cust-05777,Customer 05777,43,350.18,1,0,15.3,73,standard,9,8,0,22.1,13,42.7,3,0
cust-05778,Customer 05778,11,543.27,0,1,-7.6,46,standard,31,4,0,-4.4,65,18.5,0,0
cust-05779,Customer 05779,26,132.9,1,3,-6.4,95,basic,26,4,15,-4.3,61,79.3,0,0
cust-05780,Customer 05780,8,264.62,2,0,-26.2,47,standard,39,9,5,-31.9,20,70.6,0,0
cust-05781,Customer 05781,42,186.52,0,0,-20.9,24,basic,20,7,0,-7.7,26,25.4,0,0
cust-05782,Customer 05782,25,386.46,0,1,-13.1,70,standard,29,32,0,-1.7,83,80.5,0,0
cust-05783,Customer 05783,15,979.22,0,1,-11.3,22,premium,24,12,0,-14.2,87,60.4,0,0
cust-05784,Customer 05784,40,127.36,2,0,9.8,40,basic,6,4,0,16.0,6,100,0,0
cust-05785,Customer 05785,17,394.36,4,0,28.3,41,standard,13,21,0,21.6,8,11.7,0,0
cust-05786,Customer 05786,4,853.18,5,0,-20.5,69,premium,36,10,15,-17.1,40,27.4,0,0
cust-05787,Customer 05787,35,151.57,0,1,-16.6,48,basic,16,13,10,-29.9,74,57.2,2,0
cust-05788,Customer 05788,26,764.39,5,0,-17.3,12,premium,43,18,0,-23.0,29,56.1,2,0
cust-05789,Customer 05789,10,356.46,0,0,13.6,51,standard,25,18,0,18.3,62,33.7,0,0
cust-05790,Customer 05790,17,267.76,4,0,-17.1,93,standard,28,3,0,-20.1,26,67.0,0,0
